iter	RMSE
618	195.168606
619	195.048341
620	194.9856515
621	194.981875
622	194.9227009
623	194.8699174
624	194.8696318
625	194.847169
626	194.8416119
627	194.7951855
628	194.785081
629	194.7531119
630	194.690007
631	194.6568576
632	194.6502155
633	194.64872
634	194.6000392
635	194.582336
636	194.582103
637	194.5601629
638	194.5570847
639	194.5379786
640	194.5370664
641	194.5195039
642	194.5147601
643	194.5060515
644	194.505551
645	194.4713392
646	194.4703537
647	194.4538951
648	194.4490181
649	194.4289251
650	194.4264807
651	194.4207191
652	194.3938553
653	194.393061
654	194.344018
655	194.3411451
656	194.3408961
657	194.3374998
658	194.3117409
659	194.3079849
660	194.2743444
661	194.2201156
662	194.2157082
663	194.2138588
664	194.1981116
665	194.1753127
666	194.1729211
667	194.1327467
668	194.11508
669	194.1087707
670	194.08097
671	194.0633899
672	194.0611384
673	194.0429514
674	194.040477
675	194.038637
676	194.0302762
677	194.0217798
678	194.0213412
679	194.0087499
680	194.0079233
681	194.0002156
682	193.9826158
683	193.9810561
684	193.978917
685	193.9780032
686	193.9757915
687	193.9447419
688	193.9379482
689	193.9360054
690	193.9156756
691	193.9134796
692	193.9056628
693	193.8500646
694	193.8433827
695	193.8415558
696	193.8198102
697	193.8069579
698	193.7830045
699	193.7804579
700	193.7791838
701	193.7266314
702	193.7250452
703	193.7198598
704	193.7132585
705	193.7094139
706	193.7077659
707	193.7001526
708	193.6902581
709	193.6851153
710	193.6824311
711	193.6627417
712	193.5835643
713	193.5671282
714	193.545483
715	193.5440612
716	193.5426388
717	193.5013104
718	193.4937631
719	193.4856554
720	193.4780602
721	193.464519
722	193.4531194
723	193.4366663
724	193.4350142
725	193.4339567
726	193.4162671
727	193.3983701
728	193.3917924
729	193.2363659
730	193.2224226
731	193.2107981
732	193.1982814
733	193.1885716
734	193.1828604
735	193.1792027
736	193.1716448
737	193.1653866
738	193.1095708
739	193.0849611
740	193.0847325
741	193.0602301
742	192.9201914
743	192.8897049
744	192.8670226
745	192.861516
746	192.8385488
747	192.8201861
748	192.8173672
749	192.8031546
750	192.8000662
751	192.7502215
752	192.7497763
753	192.7218945
754	192.7167722
755	192.7140647
756	192.6868737
757	192.6864843
758	192.6781731
759	192.6720625
760	192.650088
761	192.6172775
762	192.5569218
763	192.5547023
764	192.5501301
765	192.545948
766	192.5094024
767	192.5062626
768	192.4597903
769	192.45681
770	192.4555474
771	192.4503724
772	192.4325665
773	192.4237436
774	192.3796296
775	192.3695137
776	192.3572864
777	192.3291481
778	192.3163777
779	192.3114142
780	192.3099248
781	192.2849133
782	192.250663
783	192.2463385
784	192.2460591
785	192.2239455
786	192.2237377
787	192.2208021
788	192.2178534
789	192.2062145
790	192.179524
791	192.1709131
792	192.1403776
793	192.1323197
794	192.1240328
795	192.1232542
796	192.0800271
797	192.0789303
798	192.0764242
799	192.0724092
800	192.0327204
801	192.0247455
802	192.0239287
803	191.9821922
804	191.9728502
805	191.8459092
806	191.8403178
807	191.8271399
808	191.820232
809	191.8134012
810	191.7748627
811	191.7669079
812	191.7294651
813	191.7255995
814	191.7159549
815	191.7083853
816	191.6973276
817	191.6789547
818	191.6766184
819	191.6744297
820	191.6556683
821	191.6533823
822	191.647025
823	191.632792
824	191.6186233
825	191.6183085
826	191.6130783
827	191.6115811
828	191.573294
829	191.529011
830	191.4964496
831	191.4937521
832	191.48915
833	191.4729646
834	191.4723292
835	191.4680088
836	191.4637176
837	191.4547999
838	191.4524074
839	191.4474382
840	191.4353999
841	191.4322737
842	191.4139794
843	191.4091862
844	191.4071185
845	191.3726385
846	191.3431377
847	191.3322653
848	191.3236676
849	191.3126029
850	191.3067533
851	191.2940477
852	191.2577424
853	191.2477782
854	191.2436866
855	191.226323
856	191.1760262
857	191.1707017
858	191.1682186
859	191.1649972
860	191.1545633
861	191.1297861
862	191.1195343
863	191.1152246
864	191.1026279
865	191.0921276
866	191.0730897
867	191.0574219
868	191.0506711
869	191.0165164
870	191.0117499
871	191.0038749
872	190.9954606
873	190.9816256
874	190.9590451
875	190.9398649
876	190.8883234
877	190.8775464
878	190.873833
879	190.8588888
880	190.849887
881	190.8461914
882	190.8451859
883	190.8204258
884	190.8198174
885	190.7998295
886	190.7377602
887	190.7271057
888	190.7184907
889	190.7096625
890	190.7061305
891	190.6920212
892	190.689761
893	190.6711
894	190.6579103
895	190.6542471
896	190.6522476
897	190.6267072
898	190.5671064
899	190.5642415
900	190.5597749
901	190.520131
902	190.493749
903	190.4888084
904	190.348982
905	190.348563
906	190.3456864
907	190.3167806
908	190.3117393
909	190.3003535
910	190.1931067
911	190.192567
912	190.1880304
913	190.1872958
914	190.1854347
915	190.1791085
916	190.1779564
917	190.1493005
918	190.1438894
919	190.1356294
920	190.0029156
921	189.9814656
922	189.9748638
923	189.9679179
924	189.9634729
925	189.9611806
926	189.9594584
927	189.912919
928	189.9117334
929	189.9082609
930	189.8977094
931	189.8955185
932	189.8924494
933	189.879552
934	189.8742851
935	189.8603679
936	189.8517475
937	189.8479018
938	189.8262392
939	189.8200241
940	189.81291
941	189.6963206
942	189.6945605
943	189.6810475
944	189.676116
945	189.6744107
946	189.6719277
947	189.663138
948	189.6419329
949	189.6368105
950	189.6002403
951	189.5995729
952	189.5571091
953	189.5531465
954	189.5389753
955	189.53526
956	189.5320652
957	189.5203076
958	189.4393777
959	189.3137272
960	189.207886
961	189.2048442
962	189.1737806
963	189.1695985
964	189.1686975
965	189.1334555
966	189.122192
967	189.1196617
968	189.1151289
969	189.0824901
970	189.0766663
971	189.0529856
972	189.023408
973	189.0198515
974	189.0178882
975	189.0165574
976	188.9833512
977	188.9651972
978	188.9618951
979	188.9579269
980	188.9558354
981	188.9469988
982	188.9336635
983	188.9296269
984	188.9258932
985	188.858601
986	188.8566388
987	188.8521713
988	188.840418
989	188.8325241
990	188.8228103
991	188.8157602
992	188.8094555
993	188.8086691
994	188.7937621
995	188.7600797
996	188.7542259
997	188.6289377
998	188.6252263
999	188.5932668
1000	188.5855473
1001	188.5440602
1002	188.5370926
1003	188.5270112
1004	188.5254971
1005	188.5241423
1006	188.5125979
1007	188.5032412
1008	188.5028675
1009	188.4939066
1010	188.4745442
1011	188.4635576
1012	188.461636
1013	188.4538565
1014	188.4434577
1015	188.4425422
1016	188.3720695
1017	188.371285
1018	188.3515147
1019	188.2409445
1020	188.2327772
1021	188.2027412
1022	188.1922311
1023	188.1819692
1024	188.1763203
1025	188.1735241
1026	188.163952
1027	188.1587747
1028	188.1507813
1029	188.1404995
1030	188.1308823
1031	188.1251066
1032	188.1159002
1033	188.1152631
1034	188.1064388
1035	188.0990268
1036	188.0783015
1037	187.9588632
1038	187.9540877
1039	187.9476968
1040	187.9462727
1041	187.9424389
1042	187.9106612
1043	187.8876799
1044	187.8820962
1045	187.8787483
1046	187.8699838
1047	187.8638712
1048	187.7845762
1049	187.7839198
1050	187.7782394
1051	187.7743546
1052	187.7685093
1053	187.7622667
1054	187.6869379
1055	187.6703204
1056	187.6623342
1057	187.6481167
1058	187.6461229
1059	187.6418549
1060	187.6337451
1061	187.6257927
1062	187.6170344
1063	187.5942649
1064	187.594011
1065	187.5900045
1066	187.5644498
1067	187.5530922
1068	187.545489
1069	187.5432908
1070	187.5387686
1071	187.5313439
1072	187.5305198
1073	187.5260554
1074	187.5182419
1075	187.4466331
1076	187.4414355
1077	187.3028233
1078	187.3023089
1079	187.2341558
1080	187.2338237
1081	187.2283551
1082	187.220322
1083	187.2199677
1084	187.2034849
1085	187.1842813
1086	187.1736319
1087	187.1707423
1088	187.1693187
1089	187.0556731
1090	187.0550064
1091	186.9898369
1092	186.9884554
1093	186.9687562
1094	186.966147
1095	186.9601614
1096	186.9577841
1097	186.9139343
1098	186.9131561
1099	186.8928261
1100	186.8908297
1101	186.8837938
1102	186.8759081
1103	186.870033
1104	186.8629503
1105	186.8531974
1106	186.85061
1107	186.8417831
1108	186.8331216
1109	186.8327972
1110	186.8124984
1111	186.8093812
1112	186.8087247
1113	186.8024425
1114	186.8006909
1115	186.7909059
1116	186.7873151
1117	186.7867379
1118	186.7507453
1119	186.7342213
1120	186.727066
1121	186.7006845
1122	186.6750971
1123	186.6287877
1124	186.6228621
1125	186.5161313
1126	186.5145725
1127	186.5045209
1128	186.4827748
1129	186.4722787
1130	186.4580364
1131	186.4472675
1132	186.4383235
1133	186.3372595
1134	186.3002953
1135	186.2988782
1136	186.2936941
1137	186.2842708
1138	186.2261931
1139	186.2202979
1140	186.2201075
1141	186.2187957
1142	186.2185037
1143	186.1869607
1144	186.1796033
1145	186.1782616
1146	186.173846
1147	186.1371221
1148	186.1241226
1149	186.1092273
1150	186.0757911
1151	186.0679028
1152	186.0642904
1153	186.0451109
1154	186.0337532
1155	185.9926485
1156	185.9825606
1157	185.9709963
1158	185.9465351
1159	185.8896233
1160	185.8826305
1161	185.8823857
1162	185.8793555
1163	185.8785053
1164	185.8373981
1165	185.8349509
1166	185.8231968
1167	185.762845
1168	185.7610971
1169	185.7549916
1170	185.7520679
1171	185.7519087
1172	185.6941416
1173	185.6899254
1174	185.6744866
1175	185.6602789
1176	185.6569471
1177	185.6468219
1178	185.6462248
1179	185.6461504
1180	185.640489
1181	185.6178083
1182	185.6097578
1183	185.6036554
1184	185.5820036
1185	185.5782534
1186	185.550688
1187	185.5347422
1188	185.5187504
1189	185.5155179
1190	185.5024294
1191	185.480846
1192	185.4639466
1193	185.4520888
1194	185.4471712
1195	185.4343088
1196	185.4282695
1197	185.4176841
1198	185.4152546
1199	185.4063179
